Vrest,Upstroke,Vpeak,APD20,APD40,APD50,APD90,TriAP,DCai,Capeak,CaD50,CaD90,TriCa,dCa,GKr_0.06__Label,PCa_15.13__Label
-87.862,58.409,41.386,124.25,196.39,216.43,280.56,64.128,0.00051924,0.00058352,186.37,501,314.63,6.8207e-05,0,1
-88.096,55.267,37.603,122.24,188.38,204.41,266.53,62.124,0.00022778,0.00029284,254.51,587.17,332.67,6.7724e-05,1,1
-87.679,52.977,41.017,144.29,200.4,214.43,272.55,58.116,0.00040619,0.0005061,284.57,661.32,376.75,0.00010794,1,1
-87.966,56.035,41.095,144.29,216.43,234.47,300.6,66.132,0.0004676,0.00056632,156.31,416.83,260.52,0.00010011,1,1
-88.198,57.167,40.804,106.21,170.34,184.37,250.5,66.132,0.00025218,0.00032042,272.55,635.27,362.73,7.2439e-05,0,0
-87.896,54.142,39.793,138.28,204.41,222.44,290.58,68.136,0.00032667,0.00041922,264.53,625.25,360.72,9.7653e-05,1,1
-88.12,51.183,38.815,136.27,190.38,206.41,256.51,50.1,0.00047019,0.00054498,180.36,474.95,294.59,7.7529e-05,0,0
-88.196,54.849,38.486,152.3,210.42,226.45,284.57,58.116,0.00041127,0.00045603,160.32,438.88,278.56,4.6253e-05,1,1
-87.69,53.482,37.923,140.28,194.39,210.42,260.52,50.1,0.0004276,0.00054266,216.43,541.08,324.65,0.00011882,1,0
-88.012,52.743,38.97,152.3,228.46,248.5,330.66,82.164,0.00045486,0.00052292,204.41,515.03,310.62,7.1539e-05,1,1
-88.114,53.38,37.435,144.29,218.44,240.48,316.63,76.152,0.0002185,0.0003052,278.56,615.23,336.67,8.9631e-05,1,1
-87.98,54.31,37.517,140.28,210.42,232.46,306.61,74.148,0.00046405,0.00053573,214.43,553.11,338.68,7.6636e-05,0,1
-87.788,49.689,35.06,136.27,196.39,212.42,262.53,50.1,0.00021817,0.00029985,242.48,559.12,316.63,8.371e-05,0,0
-88.062,56.284,40.764,128.26,206.41,224.45,284.57,60.12,0.00042763,0.0004902,162.32,418.84,256.51,6.3782e-05,1,1
-88.112,56.711,39.239,116.23,172.34,186.37,236.47,50.1,0.00025817,0.00033316,210.42,507.01,296.59,7.6642e-05,0,0
-87.731,51.31,38.056,132.26,180.36,194.39,246.49,52.104,0.00030645,0.00042229,258.52,607.21,348.7,0.00011995,0,0
-87.81,50.907,38.996,158.32,234.47,258.52,330.66,72.144,0.0005159,0.00063313,200.4,519.04,318.64,0.00012131,1,1
-88.027,46.375,32.963,118.24,160.32,174.35,216.43,42.084,0.00045839,0.0005536,170.34,446.89,276.55,9.7046e-05,0,0
-88.07,57.195,41.079,134.27,210.42,234.47,310.62,76.152,0.00043545,0.00050328,192.38,507.01,314.63,7.0844e-05,1,1
-88.026,58.344,41.602,72.144,110.22,120.24,158.32,38.076,0.00036225,0.00042931,160.32,412.83,252.51,6.8059e-05,0,0
-88.01,54.373,37.889,166.33,260.52,286.57,372.75,86.172,0.00049733,0.00056468,194.39,515.03,320.64,7.1326e-05,1,1
-87.983,51.841,36.733,148.3,220.44,242.48,312.63,70.14,0.00048201,0.00055946,156.31,420.84,264.53,7.8989e-05,0,1
-87.85,46.825,38.926,144.29,208.42,226.45,290.58,64.128,0.00052286,0.00059381,204.41,529.06,324.65,7.5633e-05,1,1
-88.007,50.986,34.166,106.21,142.28,154.31,190.38,36.072,0.00034336,0.00039732,156.31,410.82,254.51,5.5138e-05,0,0
-87.875,50.517,34.287,136.27,192.38,208.42,272.55,64.128,0.00041522,0.00050587,194.39,488.98,294.59,9.2946e-05,0,1
-87.689,56.936,40.78,148.3,240.48,264.53,346.69,82.164,0.00036055,0.00048568,172.34,450.9,278.56,0.00012663,1,1
-88.14,50.456,38.446,164.33,240.48,262.53,336.67,74.148,0.00023422,0.00032023,272.55,619.24,346.69,8.9315e-05,1,1
-87.841,52.135,34.441,118.24,164.33,178.36,226.45,48.096,0.00038419,0.00046856,174.35,452.91,278.56,8.6073e-05,0,0
-88.285,51.387,38.807,132.26,192.38,208.42,264.53,56.112,0.00033281,0.00039635,210.42,533.07,322.65,6.6494e-05,0,0
-88.093,56.995,38.691,94.188,140.28,152.3,200.4,48.096,0.00034245,0.0004162,182.36,456.91,274.55,7.5148e-05,0,0
-87.941,56.835,41.506,134.27,200.4,218.44,276.55,58.116,0.00029022,0.00036797,244.49,567.13,322.65,8.0702e-05,1,1
-88.145,50.165,39.873,142.28,200.4,214.43,268.54,54.108,0.00027832,0.00036507,296.59,675.35,378.76,9.2665e-05,1,0
-88.093,53.14,38.419,128.26,200.4,216.43,272.55,56.112,0.00029952,0.00037412,188.38,468.94,280.56,7.6104e-05,1,0
-88.061,55.402,39.137,122.24,200.4,216.43,274.55,58.116,0.00024524,0.00031875,194.39,478.96,284.57,7.4852e-05,0,0
-88.085,55.297,37.981,144.29,202.4,224.45,290.58,66.132,0.00028716,0.00034865,212.42,470.94,258.52,6.232e-05,1,1
-88.007,56.2,39.331,158.32,226.45,244.49,308.62,64.128,0.00028593,0.00039775,230.46,545.09,314.63,0.0001141,1,1
-87.785,49.65,35.491,138.28,192.38,210.42,270.54,60.12,0.00033385,0.00042086,286.57,681.36,394.79,9.4603e-05,1,0
-87.781,55.957,38.718,138.28,230.46,264.53,360.72,96.192,0.00023464,0.00030039,306.61,663.33,356.71,7.0146e-05,0,1
-88.13,55.797,38.615,104.21,152.3,164.33,216.43,52.104,0.00051741,0.00059607,144.29,376.75,232.46,7.9467e-05,0,0
-87.763,57.182,40.945,120.24,174.35,190.38,260.52,70.14,0.00024566,0.00036168,292.59,641.28,348.7,0.0001199,1,0
-88.035,55.663,40.678,142.28,206.41,226.45,300.6,74.148,0.00023347,0.00031923,230.46,499,268.54,8.6667e-05,1,1
-87.781,52.618,39.645,142.28,198.4,214.43,268.54,54.108,0.00029084,0.00041535,294.59,671.34,376.75,0.00013041,1,0
-87.835,54.83,40.204,170.34,254.51,280.56,368.74,88.176,0.00045074,0.00053902,234.47,591.18,356.71,9.4173e-05,1,1
-87.96,56.337,38.884,110.22,174.35,192.38,242.48,50.1,0.00029085,0.00035894,232.46,569.14,336.67,7.1218e-05,0,0
-87.957,53.144,37.799,122.24,172.34,186.37,236.47,50.1,0.0002281,0.00032295,276.55,619.24,342.69,9.8012e-05,0,0
-87.954,56.286,41.888,132.26,188.38,202.4,256.51,54.108,0.00049741,0.00060373,214.43,539.08,324.65,0.00011091,0,1
-87.957,55.582,39.401,152.3,238.48,262.53,334.67,72.144,0.00045678,0.00053167,176.35,472.95,296.59,7.7429e-05,0,1
-87.812,54.449,39.387,170.34,258.52,284.57,366.73,82.164,0.00049782,0.00058046,172.34,470.94,298.6,8.5039e-05,1,1
-87.979,51.634,36.376,134.27,198.4,216.43,276.55,60.12,0.00037531,0.00045336,184.37,470.94,286.57,7.9927e-05,0,1
-87.667,55.895,38.504,124.25,186.37,202.4,264.53,62.124,0.00036658,0.00046201,168.34,428.86,260.52,9.7017e-05,1,0
-87.631,48.891,40.02,162.32,238.48,262.53,324.65,62.124,0.00030255,0.00042828,326.65,689.38,362.73,0.00013243,1,1
-87.952,53.2,36.899,156.31,224.45,246.49,324.65,78.156,0.00027777,0.00037325,254.51,587.17,332.67,9.8631e-05,1,1
-87.635,53.979,35.535,86.172,116.23,124.25,160.32,36.072,0.00032184,0.00039082,224.45,573.15,348.7,7.272e-05,0,0
-87.674,57.128,40.59,128.26,206.41,228.46,298.6,70.14,0.00033197,0.00044607,212.42,519.04,306.61,0.00011646,1,1
-87.825,54.886,40.651,160.32,236.47,258.52,346.69,88.176,0.00052206,0.00061973,202.4,531.06,328.66,0.00010255,1,1
-87.826,53.847,40.824,150.3,220.44,244.49,322.65,78.156,0.00051144,0.00064428,248.5,605.21,356.71,0.0001398,1,1
-87.912,58.585,41.403,166.33,252.51,278.56,370.74,92.184,0.00020997,0.00029716,270.54,573.15,302.61,8.8969e-05,1,1
-87.922,54.288,39.565,138.28,200.4,216.43,274.55,58.116,0.00038019,0.0004594,268.54,647.29,378.76,8.6305e-05,1,1
-87.9,57.989,41.652,130.26,208.42,232.46,322.65,90.18,0.00032348,0.00042024,250.5,571.14,320.64,9.9911e-05,1,1
-88.112,54.299,39.079,148.3,222.44,242.48,304.61,62.124,0.00029757,0.00038116,246.49,591.18,344.69,8.7293e-05,0,1
-88.036,56.12,40.202,138.28,202.4,222.44,286.57,64.128,0.00032667,0.0004269,240.48,571.14,330.66,0.00010365,1,1
-87.822,56.261,41.032,108.22,164.33,178.36,224.45,46.092,0.00031051,0.00038129,240.48,595.19,354.71,7.4984e-05,0,0
-87.983,54.845,41.875,126.25,176.35,188.38,240.48,52.104,0.00038392,0.00048208,234.47,575.15,340.68,0.00010252,0,1
-87.863,56.09,39.96,120.24,170.34,184.37,242.48,58.116,0.00047383,0.00058092,204.41,525.05,320.64,0.00011099,1,0
-87.712,51.564,38.365,146.29,222.44,242.48,304.61,62.124,0.00030138,0.00040224,254.51,593.19,338.68,0.00010453,1,1
-87.867,55.959,39.373,90.18,124.25,132.26,166.33,34.068,0.00035906,0.0004318,220.44,567.13,346.69,7.6862e-05,0,0
-87.955,52.48,37.205,124.25,164.33,176.35,220.44,44.088,0.00048773,0.00060155,246.49,623.25,376.75,0.00012166,0,0
-87.812,57.961,41.429,116.23,170.34,180.36,222.44,42.084,0.00021447,0.00029578,268.54,601.2,332.67,8.4011e-05,1,0
-87.818,54.728,37.022,138.28,210.42,230.46,304.61,74.148,0.00041003,0.00048818,170.34,446.89,276.55,8.0012e-05,1,0
-87.893,53.424,38.982,102.2,136.27,144.29,176.35,32.064,0.00036807,0.00046019,180.36,454.91,274.55,9.3889e-05,0,0
-87.741,51.165,37.292,134.27,192.38,208.42,258.52,50.1,0.00031062,0.00040944,226.45,551.1,324.65,0.00010177,1,0
-87.942,53.84,36.639,104.21,150.3,164.33,212.42,48.096,0.00022258,0.00034585,250.5,593.19,342.69,0.00012591,0,0
-87.605,55.277,39.065,158.32,232.46,254.51,330.66,76.152,0.00021486,0.00031724,314.63,643.29,328.66,0.00010571,1,1
-88.121,56.133,38.104,132.26,198.4,214.43,268.54,54.108,0.00034689,0.00039436,176.35,456.91,280.56,4.905e-05,1,0
-88.109,56.67,39.62,132.26,196.39,214.43,280.56,66.132,0.00043261,0.00050204,170.34,456.91,286.57,7.1261e-05,1,0
-87.961,56.962,41.926,118.24,160.32,172.34,212.42,40.08,0.00047816,0.00057167,192.38,484.97,292.59,9.6222e-05,1,0
-87.949,54.137,37.679,122.24,172.34,186.37,240.48,54.108,0.00030195,0.00040933,260.52,627.25,366.73,0.00011224,0,0
-88.088,52.223,36.214,148.3,222.44,242.48,312.63,70.14,0.00045931,0.00052391,162.32,438.88,276.55,6.6504e-05,0,1
-88.199,55.717,37.395,132.26,200.4,224.45,304.61,80.16,0.00023792,0.00029786,250.5,559.12,308.62,6.2008e-05,0,1
-87.865,57.149,39.176,88.176,128.26,140.28,190.38,50.1,0.00046489,0.00053719,152.3,398.8,246.49,7.3349e-05,0,0
-88.266,53.72,37.387,116.23,160.32,172.34,224.45,52.104,0.00052635,0.00057289,156.31,422.85,266.53,4.861e-05,1,0
-88.159,54.758,36.248,92.184,128.26,138.28,184.37,46.092,0.0004069,0.00046546,150.3,390.78,240.48,5.9383e-05,0,0
-87.988,55.809,40.97,148.3,224.45,244.49,304.61,60.12,0.00032463,0.0003955,254.51,601.2,346.69,7.5245e-05,1,1
-87.903,56.169,40.929,122.24,182.36,196.39,240.48,44.088,0.0002104,0.00030193,278.56,625.25,346.69,9.4648e-05,0,0
-87.923,52.879,33.666,108.22,144.29,156.31,206.41,50.1,0.00052387,0.00060356,154.31,410.82,256.51,8.1322e-05,0,0
-88.176,52.275,37.213,142.28,210.42,224.45,274.55,50.1,0.00032108,0.00038635,200.4,503.01,302.61,6.7423e-05,1,0
-87.888,50.313,35.824,118.24,162.32,176.35,232.46,56.112,0.00025162,0.00033949,254.51,595.19,340.68,9.0968e-05,0,0
-87.962,49.913,37.699,144.29,200.4,218.44,274.55,56.112,0.00029235,0.00041021,262.53,605.21,342.69,0.00012162,0,0
-88.216,57.338,40.975,116.23,172.34,188.38,244.49,56.112,0.00045137,0.00051332,174.35,460.92,286.57,6.4262e-05,0,0
-88.128,56.787,40.571,134.27,212.42,232.46,310.62,78.156,0.00052879,0.00060172,150.3,414.83,264.53,7.4943e-05,1,0
-87.988,55.316,38.54,140.28,218.44,242.48,318.64,76.152,0.00042693,0.00049752,202.4,537.07,334.67,7.4613e-05,0,1
-87.689,54.711,37.588,102.2,138.28,148.3,190.38,42.084,0.00040921,0.00052644,222.44,569.14,346.69,0.00012198,0,0
-88.325,48.288,34.03,146.29,206.41,224.45,290.58,66.132,0.00027293,0.0003434,266.53,633.27,366.73,7.4974e-05,0,0
-88.098,55.693,38.652,148.3,232.46,250.5,314.63,64.128,0.00041894,0.00050058,144.29,386.77,242.48,8.2528e-05,0,1
-87.909,53.735,38.744,160.32,238.48,260.52,330.66,70.14,0.00047377,0.00054622,184.37,494.99,310.62,7.5364e-05,1,1
-87.826,51.461,36.669,128.26,184.37,198.4,248.5,50.1,0.000269,0.0003574,238.48,573.15,334.67,9.144e-05,1,0
-88.304,56.146,39.711,98.196,134.27,142.28,186.37,44.088,0.00047025,0.00053527,194.39,515.03,320.64,6.8961e-05,0,0
-87.851,51.547,35.789,110.22,148.3,158.32,194.39,36.072,0.00034254,0.00042065,232.46,583.17,350.7,8.235e-05,0,0
-88.131,49.052,34.783,108.22,138.28,148.3,182.36,34.068,0.00049866,0.00056446,168.34,456.91,288.58,6.8582e-05,0,0
-88.093,57.198,41.504,150.3,228.46,250.5,316.63,66.132,0.00024526,0.00035507,232.46,535.07,302.61,0.00011149,1,1
-87.696,51.03,36.447,112.22,152.3,164.33,204.41,40.08,0.00021505,0.00033225,258.52,595.19,336.67,0.00011972,0,0
-88.033,57.225,40.537,120.24,188.38,210.42,284.57,74.148,0.00024908,0.00032633,228.46,519.04,290.58,7.8746e-05,0,1
-87.587,53.325,37.769,132.26,184.37,198.4,246.49,48.096,0.00043372,0.00056605,180.36,450.9,270.54,0.00013371,1,0
-87.956,53.333,39.359,174.35,258.52,284.57,360.72,76.152,0.00025666,0.00033805,240.48,565.13,324.65,8.3657e-05,1,1
-87.814,52.755,36.859,150.3,204.41,222.44,282.57,60.12,0.0002311,0.00035066,318.64,681.36,362.73,0.0001243,1,1
-87.975,54.339,36.44,116.23,166.33,180.36,226.45,46.092,0.00024209,0.00032177,254.51,599.2,344.69,8.2772e-05,0,0
-87.893,57.845,40.744,94.188,142.28,156.31,210.42,54.108,0.0003459,0.00041053,200.4,509.02,308.62,6.7112e-05,0,0
-87.876,56.166,40.741,132.26,216.43,236.47,294.59,58.116,0.00052676,0.00060077,144.29,386.77,242.48,7.4876e-05,1,1
-88.041,51.063,37.119,130.26,188.38,204.41,264.53,60.12,0.000214,0.00028888,286.57,637.27,350.7,7.8335e-05,0,0
-87.941,56.105,39.389,158.32,220.44,240.48,316.63,76.152,0.00028616,0.00038015,270.54,603.21,332.67,9.7516e-05,1,1
-87.997,54.625,39.719,150.3,224.45,244.49,312.63,68.136,0.00037363,0.00045089,244.49,591.18,346.69,8.212e-05,1,1
-87.773,46.129,34.719,126.25,190.38,206.41,248.5,42.084,0.00024583,0.00031451,220.44,533.07,312.63,7.0833e-05,0,0
-88.057,57.193,41.404,144.29,210.42,230.46,290.58,60.12,0.00045919,0.00053935,200.4,521.04,320.64,8.3861e-05,0,1
-88.007,52.431,40.994,158.32,236.47,256.51,320.64,64.128,0.00040843,0.00048801,232.46,577.15,344.69,8.4407e-05,1,1
-87.699,57.981,41.651,124.25,206.41,226.45,290.58,64.128,0.0004276,0.00049408,172.34,444.89,272.55,6.8315e-05,1,1
-87.683,51.18,39.404,146.29,210.42,228.46,298.6,70.14,0.0003323,0.00045392,268.54,619.24,350.7,0.00012648,1,1
-87.678,52.415,38.207,140.28,202.4,220.44,288.58,68.136,0.00052915,0.00063746,174.35,450.9,276.55,0.00011051,1,1
-88.293,56.115,40.792,152.3,230.46,252.51,318.64,66.132,0.00038671,0.00043774,180.36,486.97,306.61,5.3252e-05,1,1
-87.922,51.643,36.985,146.29,212.42,230.46,286.57,56.112,0.00025918,0.00034978,268.54,617.23,348.7,9.4331e-05,0,1
-88.043,51.407,38.873,144.29,208.42,224.45,276.55,52.104,0.00026429,0.0003644,256.51,593.19,336.67,0.0001034,1,0
-88.181,54.767,38.546,108.22,158.32,170.34,214.43,44.088,0.00022976,0.00030752,212.42,513.03,300.6,7.9374e-05,0,0
-87.888,56.346,38.809,124.25,194.39,212.42,270.54,58.116,0.00022281,0.00030168,238.48,547.09,308.62,8.0726e-05,1,1
-88.123,53.355,40.811,172.34,268.54,294.59,382.77,88.176,0.00035344,0.0004496,218.44,555.11,336.67,9.9513e-05,1,1
-87.51,54.991,37.663,104.21,144.29,156.31,198.4,42.084,0.00022187,0.00034388,312.63,685.37,372.75,0.00012681,0,0
-87.97,56.251,38.616,92.184,156.31,174.35,232.46,58.116,0.00029715,0.00036446,162.32,402.81,240.48,6.778e-05,0,0
-87.594,55.524,37.333,114.23,164.33,180.36,238.48,58.116,0.00033973,0.0004068,248.5,595.19,346.69,7.1474e-05,0,0
-88.106,56.29,40.483,94.188,138.28,150.3,186.37,36.072,0.00023939,0.00030238,228.46,561.12,332.67,6.5503e-05,0,0
-88.032,51.786,34.098,158.32,238.48,260.52,334.67,74.148,0.00042682,0.0004872,162.32,436.87,274.55,6.2345e-05,0,1
-88.158,55.345,38.575,102.2,140.28,152.3,194.39,42.084,0.00042307,0.00049983,148.3,388.78,240.48,7.7786e-05,0,0
-87.925,52.213,36.121,126.25,176.35,190.38,240.48,50.1,0.00041939,0.00050257,186.37,476.95,290.58,8.5522e-05,0,0
-88.035,56.967,40.803,116.23,180.36,198.4,262.53,64.128,0.00040707,0.00050111,212.42,531.06,318.64,9.7377e-05,1,1
-88.026,54.807,40.368,142.28,212.42,230.46,290.58,60.12,0.00021589,0.0003152,268.54,595.19,326.65,0.0001018,1,1
-87.88,49.073,36.524,152.3,236.47,258.52,330.66,72.144,0.00037768,0.00045745,190.38,494.99,304.61,8.234e-05,0,1
-88.091,51.751,36.838,136.27,194.39,210.42,274.55,64.128,0.00034575,0.00043697,246.49,605.21,358.72,9.6079e-05,0,0
-87.987,52.662,38.845,142.28,202.4,218.44,270.54,52.104,0.00045464,0.00053163,192.38,490.98,298.6,7.9882e-05,0,1
-88.375,56.153,40.208,110.22,164.33,178.36,232.46,54.108,0.00040185,0.00046306,176.35,452.91,276.55,6.31e-05,0,0
-88.08,56.684,41.811,128.26,200.4,218.44,268.54,50.1,0.00041521,0.00049752,178.36,468.94,290.58,8.4476e-05,0,0
-88.1,51.629,38.15,150.3,226.45,246.49,298.6,52.104,0.00052719,0.00059144,142.28,390.78,248.5,6.5424e-05,0,1
-87.767,54.313,37.03,106.21,144.29,156.31,198.4,42.084,0.00042654,0.00053515,176.35,462.93,286.57,0.00011095,0,0
-87.834,53.453,37.033,136.27,200.4,218.44,274.55,56.112,0.00027674,0.00038401,256.51,599.2,342.69,0.00011079,0,1
-87.78,53.496,39.723,142.28,198.4,214.43,272.55,58.116,0.00030373,0.00042198,304.61,675.35,370.74,0.00012454,1,1
-87.918,56.492,40.434,136.27,192.38,208.42,262.53,54.108,0.00022547,0.00032717,264.53,585.17,320.64,0.00010412,1,0
-87.9,55.809,38.088,96.192,134.27,144.29,184.37,40.08,0.00024879,0.00035636,262.53,623.25,360.72,0.00011133,0,0
-87.771,52.199,37.149,142.28,200.4,218.44,270.54,52.104,0.00045709,0.00052288,204.41,525.05,320.64,6.9708e-05,1,1
-87.954,49.28,40.62,160.32,254.51,278.56,376.75,98.196,0.00045484,0.00053238,226.45,559.12,332.67,8.2286e-05,1,1
-88.163,57.98,41.509,130.26,230.46,254.51,336.67,82.164,0.00045992,0.00052137,156.31,426.85,270.54,6.3199e-05,0,1
-87.845,54.467,38.18,122.24,178.36,194.39,246.49,52.104,0.00021245,0.00028834,274.55,615.23,340.68,7.8813e-05,1,0
-87.968,56.766,41.509,138.28,204.41,218.44,272.55,54.108,0.00040062,0.00049683,182.36,460.92,278.56,9.814e-05,1,1
-88.042,56.303,41.883,168.34,252.51,276.55,336.67,60.12,0.00033637,0.00042783,170.34,458.92,288.58,9.2738e-05,1,1
-87.834,51.839,34.598,112.22,158.32,170.34,222.44,52.104,0.00022316,0.00030581,224.45,535.07,310.62,8.4339e-05,0,0
-87.943,53.945,36.512,144.29,208.42,228.46,302.61,74.148,0.00044732,0.00053657,170.34,444.89,274.55,9.067e-05,1,1
-88.053,55.846,40.3,122.24,172.34,186.37,236.47,50.1,0.00047077,0.00053776,224.45,581.16,356.71,7.3116e-05,0,0
-87.935,51.357,35.825,146.29,210.42,228.46,292.59,64.128,0.00030534,0.00039246,240.48,587.17,346.69,9.0893e-05,0,0
-88.059,53.597,35.076,118.24,162.32,176.35,230.46,54.108,0.00026013,0.0003677,212.42,513.03,300.6,0.00010934,0,0
-88.293,56.07,41.229,116.23,168.34,182.36,232.46,50.1,0.00037965,0.00045152,220.44,565.13,344.69,7.6177e-05,0,0
-88.015,57.604,40.976,124.25,190.38,208.42,258.52,50.1,0.00037686,0.0004589,242.48,607.21,364.73,8.7531e-05,0,0
-87.974,54.982,37.062,104.21,146.29,158.32,198.4,40.08,0.00039557,0.00045102,162.32,426.85,264.53,5.7092e-05,0,0
-88.096,56.501,41.697,148.3,216.43,236.47,300.6,64.128,0.00051102,0.00058194,150.3,424.85,274.55,7.2286e-05,1,1
-88.108,55.366,38.005,94.188,142.28,154.31,194.39,40.08,0.00028251,0.00036104,242.48,605.21,362.73,8.2581e-05,0,0
-87.86,57.567,40.673,104.21,148.3,160.32,208.42,48.096,0.00042435,0.00052546,200.4,513.03,312.63,0.00010427,1,0
-88.029,54.069,38.204,140.28,212.42,230.46,284.57,54.108,0.00035306,0.00043345,178.36,462.93,284.57,8.1952e-05,0,0
-87.964,56.603,39.287,100.2,170.34,188.38,246.49,58.116,0.00023511,0.00029031,172.34,422.85,250.5,5.5744e-05,0,0
-88.005,56.832,41.133,122.24,182.36,196.39,250.5,54.108,0.00044739,0.00051793,162.32,426.85,264.53,7.2244e-05,0,0
-88.134,53.086,39.45,148.3,222.44,238.48,292.59,54.108,0.00043314,0.0005002,154.31,414.83,260.52,6.8645e-05,1,0
-87.861,55.273,38.601,106.21,154.31,168.34,220.44,52.104,0.00040739,0.00047411,194.39,488.98,294.59,6.916e-05,0,0
-87.733,56.246,38.713,142.28,224.45,244.49,314.63,70.14,0.00035814,0.00044151,192.38,480.96,288.58,8.5281e-05,1,1
-87.92,48.728,39.102,160.32,232.46,252.51,316.63,64.128,0.00029913,0.0003959,254.51,589.18,334.67,0.00010027,1,1
-87.87,54.746,37.748,146.29,210.42,230.46,290.58,60.12,0.0002307,0.0003172,312.63,681.36,368.74,9.1423e-05,0,1
-87.979,49.917,35.004,126.25,180.36,196.39,256.51,60.12,0.00041514,0.00050402,204.41,525.05,320.64,9.2383e-05,0,0
-88.11,57.869,41.594,114.23,168.34,182.36,240.48,58.116,0.00037625,0.00048439,278.56,663.33,384.77,0.0001157,0,0
-87.818,51.546,37.578,122.24,170.34,184.37,232.46,48.096,0.00033248,0.00042374,228.46,561.12,332.67,9.4707e-05,0,0
-87.92,52.573,39.044,160.32,248.5,268.54,334.67,66.132,0.00025833,0.0003274,260.52,595.19,334.67,7.2397e-05,1,1
-88.131,48.062,34.155,148.3,204.41,222.44,282.57,60.12,0.00033548,0.00044045,220.44,553.11,332.67,0.00010837,0,0
-87.921,49.748,36.758,132.26,196.39,212.42,260.52,48.096,0.00035266,0.00042954,170.34,426.85,256.51,7.7819e-05,0,1
-88.108,55.712,41.185,136.27,196.39,210.42,258.52,48.096,0.00036223,0.00043306,178.36,452.91,274.55,7.2205e-05,1,0
-88.044,52.795,40.375,142.28,204.41,218.44,260.52,42.084,0.00027671,0.00036028,238.48,553.11,314.63,8.6027e-05,1,1
-87.842,49.649,36.199,144.29,208.42,228.46,276.55,48.096,0.00052303,0.0005769,170.34,464.93,294.59,5.6826e-05,0,1
-88.366,56.4,41.577,120.24,178.36,192.38,246.49,54.108,0.00036085,0.00042535,206.41,531.06,324.65,6.7726e-05,0,0
-88.062,52.426,39.709,158.32,236.47,258.52,328.66,70.14,0.00024971,0.00034747,254.51,583.17,328.66,0.00010052,0,1
-88.147,54.036,37.304,106.21,140.28,150.3,190.38,40.08,0.00051926,0.00056868,156.31,414.83,258.52,5.1319e-05,1,0
-88.114,57.184,41.192,148.3,230.46,246.49,302.61,56.112,0.00033545,0.00038928,214.43,535.07,320.64,5.6851e-05,1,1
-87.944,54.489,38.54,126.25,176.35,188.38,240.48,52.104,0.0004589,0.00052983,186.37,466.93,280.56,7.3312e-05,1,1
-88.021,53.22,36.589,128.26,178.36,194.39,250.5,56.112,0.00048013,0.0005731,166.33,432.87,266.53,9.438e-05,1,0
-88.006,57.001,40.137,82.164,124.25,136.27,176.35,40.08,0.00043666,0.00050896,196.39,527.05,330.66,7.6235e-05,0,0
-88.057,50.741,33.941,126.25,172.34,186.37,246.49,60.12,0.0005202,0.00061296,192.38,515.03,322.65,9.7081e-05,0,0
-88.168,56.902,41.139,130.26,200.4,218.44,280.56,62.124,0.00032477,0.00038867,224.45,539.08,314.63,6.6696e-05,1,1
-87.641,55.233,39.65,158.32,232.46,256.51,350.7,94.188,0.00050991,0.00060434,198.4,519.04,320.64,9.8388e-05,1,1
-87.915,55.848,39.729,148.3,240.48,260.52,328.66,68.136,0.00040341,0.00047886,164.33,432.87,268.54,7.6794e-05,1,1
-88.006,53.028,36.757,144.29,202.4,220.44,290.58,70.14,0.00033215,0.00045622,282.57,639.28,356.71,0.0001295,1,1
-87.999,54.857,40.801,154.31,228.46,252.51,320.64,68.136,0.00050369,0.00060163,208.42,537.07,328.66,0.00010232,1,1
-87.912,54.323,38.818,126.25,178.36,192.38,242.48,50.1,0.00041393,0.00052258,186.37,478.96,292.59,0.00011103,0,0
-87.466,52.176,36.35,126.25,182.36,200.4,256.51,56.112,0.00032093,0.00044407,216.43,523.05,306.61,0.00012556,1,0
-88.057,55.937,40.231,140.28,218.44,236.47,302.61,66.132,0.00052399,0.00059749,138.28,380.76,242.48,7.4701e-05,1,1
-88.134,52.411,34.755,106.21,146.29,156.31,198.4,42.084,0.00025682,0.0003304,218.44,539.08,320.64,7.5816e-05,0,0
-88.031,48.871,34.686,130.26,182.36,198.4,258.52,60.12,0.00033123,0.00039703,208.42,533.07,324.65,6.8715e-05,0,0
-87.997,53.227,36.352,142.28,192.38,208.42,260.52,52.104,0.00051039,0.00059655,218.44,561.12,342.69,9.1836e-05,0,1
-88.178,55.388,40.155,126.25,174.35,188.38,236.47,48.096,0.00043714,0.00052331,204.41,517.03,312.63,8.9517e-05,0,0
-87.944,48.165,39.136,136.27,196.39,212.42,270.54,58.116,0.00037164,0.00044995,228.46,565.13,336.67,8.2506e-05,1,1
-88.059,54.575,40.117,168.34,268.54,300.6,406.81,106.21,0.0003189,0.00040095,248.5,601.2,352.71,8.6127e-05,1,1
-87.937,50.288,40.191,152.3,220.44,238.48,300.6,62.124,0.00033495,0.00041864,274.55,629.26,354.71,8.8965e-05,1,1
-87.924,49.372,36.67,128.26,180.36,194.39,240.48,46.092,0.00034106,0.00040604,236.47,583.17,346.69,6.9196e-05,0,0
-88.036,56.935,39.968,100.2,140.28,152.3,198.4,46.092,0.00043204,0.00051178,188.38,486.97,298.6,8.2365e-05,0,0
-88.018,55.491,37.947,106.21,168.34,186.37,240.48,54.108,0.00037098,0.00044312,188.38,494.99,306.61,7.4701e-05,0,0
